id,first_name,last_name,gender,part_time_job,absence_days,extracurricular_activities,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,class,average_score,academic_performance,over_absence_days,final_academic_performance,major_group
1190,Hector,Cox,male,FALSE,1,FALSE,Doctor,100,90,89,91,86,75,72,B,88,excellent,No,excellent,healthcare
1191,Michelle,Mendoza,female,FALSE,1,FALSE,Real Estate Developer,50,60,70,75,100,62,100,B,74.2,average,No,average,economics
1192,Adam,Wallace,male,FALSE,3,FALSE,Designer,75,92,70,62,87,87,98,A,77.8,good,No,good,art
1193,Kelly,Harris,female,FALSE,7,FALSE,Stock Investor,86,62,81,63,92,75,79,A1,78,good,Yes,average,economics
1194,Anthony,Clark,male,FALSE,3,FALSE,Banker,80,66,67,72,78,99,67,A1,77.5,good,No,good,economics
1195,Randall,Wyatt,male,FALSE,7,FALSE,Business Owner,56,66,92,74,79,80,68,A,73.7,good,Yes,average,economics
1196,Ryan,Sutton,male,FALSE,1,FALSE,Game Developer,91,72,85,78,92,82,85,B,84.6,excellent,No,excellent,computer science
1197,Rick,Garcia,male,FALSE,1,TRUE,Construction Engineer,94,65,90,79,97,76,75,A,83.9,excellent,No,excellent,computer science
1198,Frank,Schmitt,male,FALSE,7,FALSE,Construction Engineer,81,82,99,86,88,60,89,C,81.6,good,Yes,average,computer science
1199,Alan,Mcgrath,male,FALSE,2,FALSE,Accountant,94,82,91,94,100,99,69,A1,91.3,excellent,No,excellent,economics
1200,Lauren,Gomez,female,FALSE,3,FALSE,Doctor,99,89,93,87,86,90,96,A,91.9,excellent,No,excellent,healthcare
1201,Katherine,Taylor,female,FALSE,0,FALSE,Lawyer,88,83,62,88,100,83,84,A,82.6,good,No,good,law
1202,Ashley,York,female,FALSE,6,FALSE,Real Estate Developer,79,74,68,82,65,73,89,B,75.6,good,Yes,average,economics
1203,Charles,Rangel,male,TRUE,4,FALSE,Business Owner,49,85,70,90,79,71,67,C,73.4,average,No,average,economics
1204,Brooke,Burnett,female,FALSE,5,FALSE,Government Officer,97,99,67,87,66,68,67,A,80.2,excellent,Yes,good,politology
1205,Ronald,Lane,male,FALSE,3,FALSE,Construction Engineer,96,70,82,71,99,90,65,C,79.8,good,No,good,computer science
1206,Emma,Andrews,female,FALSE,2,FALSE,Stock Investor,89,71,75,65,74,93,90,C,81.1,excellent,No,excellent,economics
1207,Nancy,Esparza,female,TRUE,2,FALSE,Software Engineer,94,90,77,65,83,79,96,C,84.9,excellent,No,excellent,computer science
1208,Sean,Erickson,male,FALSE,1,FALSE,Unknown,62,73,95,68,61,60,68,A1,70.4,average,No,average,unknown
1209,Heather,Davis,female,FALSE,2,TRUE,Real Estate Developer,68,94,92,77,79,88,74,A1,82,excellent,No,excellent,economics
1210,Kimberly,Bailey,female,FALSE,2,FALSE,Real Estate Developer,58,66,99,98,69,65,78,B,75.8,good,No,good,economics
1211,Tracy,Garcia,female,FALSE,5,FALSE,Banker,92,77,75,84,74,82,78,B,81.2,excellent,Yes,good,economics
1212,Brenda,Rhodes,female,FALSE,5,FALSE,Stock Investor,90,78,86,83,98,71,84,B,86.1,excellent,Yes,good,economics
1213,Sarah,Brooks,female,FALSE,2,FALSE,Doctor,84,67,89,96,88,60,88,A,84.1,good,No,good,healthcare
1214,Jennifer,Beck,female,TRUE,10,TRUE,Business Owner,81,85,50,53,55,91,78,B,68.2,good,Yes,average,economics
1215,Allison,Bond,female,FALSE,3,FALSE,Teacher,87,89,94,82,81,98,88,B,86.9,excellent,No,excellent,teaching
1216,Jessica,Smith,female,FALSE,3,FALSE,Unknown,88,75,83,74,76,72,61,A1,77.2,good,No,good,unknown
1217,Carol,Nguyen,female,FALSE,3,TRUE,Writer,76,83,100,96,65,98,97,C,89.3,excellent,No,excellent,journalism
1218,George,Francis,male,FALSE,5,TRUE,Government Officer,60,66,65,90,61,96,74,B,72.3,good,Yes,average,politology
1219,Michelle,Dixon,female,FALSE,1,FALSE,Unknown,85,64,98,68,70,63,77,A1,77.1,good,No,good,unknown
1220,Linda,George,female,FALSE,9,FALSE,Business Owner,73,88,57,93,85,85,77,B,80.9,good,Yes,average,economics
1221,Larry,Bruce,male,FALSE,5,FALSE,Lawyer,99,81,80,89,75,83,93,A1,86.2,excellent,Yes,good,law
1222,Charles,Myers,male,FALSE,4,FALSE,Business Owner,95,57,77,81,83,57,70,A1,74.9,good,No,good,economics
1223,Matthew,Boyd,male,FALSE,4,TRUE,Accountant,92,90,92,78,59,68,96,B,80.4,good,No,good,economics
1224,Ronald,Brewer,male,FALSE,2,TRUE,Lawyer,100,94,76,60,95,90,66,A,81.7,good,No,good,law
1225,Kimberly,Mcgee,female,TRUE,3,FALSE,Doctor,89,67,98,94,89,60,95,A,87.3,good,No,good,healthcare
1226,Jill,Anderson,female,FALSE,1,TRUE,Banker,94,66,68,94,62,76,77,A1,77.5,good,No,good,economics
1227,David,Coffey,male,FALSE,6,FALSE,Real Estate Developer,89,64,78,85,68,84,99,C,81.4,good,Yes,average,economics
1228,Brittany,Henderson,female,TRUE,9,TRUE,Business Owner,74,79,82,51,67,65,82,A,70.7,good,Yes,average,economics
1229,Holly,Richardson,female,FALSE,2,FALSE,Teacher,95,82,70,81,94,93,69,A,83,excellent,No,excellent,teaching
1230,Justin,Brooks,male,FALSE,7,FALSE,Unknown,93,74,98,100,62,83,87,C,84.1,good,Yes,average,unknown
1231,Joan,Frederick,female,FALSE,4,FALSE,Lawyer,94,91,98,94,88,97,94,C,93.8,excellent,No,excellent,law
1232,Loretta,Webb,female,FALSE,4,FALSE,Accountant,85,80,84,96,45,84,90,C,81.8,average,No,average,economics
1233,Toni,Zimmerman,female,FALSE,5,FALSE,Accountant,94,98,74,94,35,95,80,B,79.3,average,Yes,below average,economics
1234,Jaime,Houston,female,FALSE,1,FALSE,Teacher,95,88,85,66,70,72,97,B,80.4,excellent,No,excellent,teaching
1235,Jacqueline,Goodman,female,FALSE,2,TRUE,Software Engineer,97,82,100,69,64,73,88,A1,84.3,good,No,good,computer science
1236,Brian,Crawford,male,FALSE,0,FALSE,Designer,100,83,67,77,88,76,84,A,81.9,excellent,No,excellent,art
1237,John,Reynolds,male,FALSE,4,FALSE,Doctor,99,65,97,89,87,72,86,C,81.8,excellent,No,excellent,healthcare
1238,Heather,Marsh,female,FALSE,0,FALSE,Designer,97,67,79,76,76,66,97,A1,80,excellent,No,excellent,art
1239,Dawn,Flores,female,TRUE,10,TRUE,Business Owner,53,98,66,80,82,89,85,B,76.8,good,Yes,average,economics
1240,Christie,Lane,female,FALSE,3,FALSE,Unknown,99,85,98,91,86,97,85,B,91.7,excellent,No,excellent,unknown
1241,Traci,Johnson,female,FALSE,5,FALSE,Designer,99,89,88,94,99,89,92,B,94.2,excellent,Yes,good,art
1242,Robert,Hartman,male,FALSE,3,FALSE,Accountant,79,83,78,89,83,79,76,B,81.8,good,No,good,economics
1243,Christopher,Porter,male,TRUE,6,TRUE,Business Owner,94,95,75,73,51,89,77,C,81.5,good,Yes,average,economics
1244,Phillip,Lynch,male,FALSE,6,TRUE,Software Engineer,97,73,92,64,66,96,65,A,80.6,good,Yes,average,computer science
1245,Matthew,Green,male,FALSE,3,TRUE,Accountant,87,70,65,64,30,72,68,A,67.2,below average,No,below average,economics
1246,Jesse,Johnson,male,FALSE,7,FALSE,Stock Investor,82,82,87,92,64,70,72,C,77.3,good,Yes,average,economics
1247,Donna,Andrews,female,FALSE,1,FALSE,Doctor,94,98,96,88,96,61,80,A,89.1,good,No,good,healthcare
1248,Timothy,Hall,male,TRUE,1,FALSE,Software Engineer,99,85,97,72,79,92,82,A1,89.4,excellent,No,excellent,computer science
1249,Amy,Hicks,female,FALSE,1,FALSE,Teacher,68,83,74,87,71,86,82,B,77.7,good,No,good,teaching
1250,Susan,Wall,female,FALSE,10,FALSE,Business Owner,67,82,81,83,57,59,91,A,75.1,good,Yes,average,economics
1251,David,Fields,male,FALSE,4,TRUE,Banker,92,65,81,79,84,85,74,A1,81.8,excellent,No,excellent,economics
1252,Terri,Lyons,female,FALSE,3,TRUE,Writer,69,77,82,93,92,90,71,C,81.2,excellent,No,excellent,journalism
1253,Eric,Jones,male,TRUE,1,FALSE,Software Engineer,92,98,61,99,77,72,75,C,81.9,good,No,good,computer science
1254,Betty,Nguyen,female,FALSE,6,FALSE,Accountant,90,64,90,75,64,96,71,A,80.5,good,Yes,average,economics
1255,Albert,Anderson,male,TRUE,1,FALSE,Stock Investor,91,92,73,97,61,63,71,C,77.4,good,No,good,economics
1256,Katrina,Montgomery,female,FALSE,5,FALSE,Artist,65,67,91,81,97,99,75,C,81.6,excellent,Yes,good,art
1257,Samantha,Cole,female,FALSE,2,FALSE,Software Engineer,98,80,70,60,88,65,92,A,78.1,good,No,good,computer science
1258,Kathleen,Potts,female,FALSE,6,TRUE,Business Owner,70,89,78,87,87,62,85,A,79.3,good,Yes,average,economics
1259,Melissa,Edwards,female,FALSE,2,FALSE,Software Engineer,97,97,90,69,75,68,70,A1,82.1,excellent,No,excellent,computer science
1260,Mark,Delgado,male,FALSE,1,FALSE,Accountant,80,71,89,81,75,81,63,B,77.6,good,No,good,economics
1261,Derek,Bates,male,FALSE,2,FALSE,Writer,70,75,79,77,65,92,78,C,78.1,good,No,good,journalism
1262,Ryan,Ruiz,male,FALSE,3,TRUE,Doctor,96,79,92,85,95,69,65,B,85.7,excellent,No,excellent,healthcare
1263,Charles,Gill,male,FALSE,1,FALSE,Software Engineer,99,62,65,67,97,73,96,A1,79.6,good,No,good,computer science
1264,Amanda,Edwards,female,FALSE,3,TRUE,Unknown,76,72,97,65,87,93,84,A1,84,excellent,No,excellent,unknown
1265,Emily,Waters,female,TRUE,4,TRUE,Stock Investor,86,68,98,87,61,78,96,A,84.5,good,No,good,economics
1266,John,Stevenson,male,FALSE,5,FALSE,Construction Engineer,98,100,100,81,73,75,99,B,87.8,excellent,Yes,good,computer science
1267,Kevin,Hoffman,male,FALSE,3,FALSE,Government Officer,88,74,88,92,83,71,89,A1,83.2,excellent,No,excellent,politology
1268,Joseph,Mcconnell,male,FALSE,8,FALSE,Software Engineer,89,65,71,96,65,63,100,A,80.5,good,Yes,average,computer science
1269,Jessica,Smith,female,FALSE,1,FALSE,Lawyer,88,100,89,87,76,89,85,A1,88,excellent,No,excellent,law
1270,Shannon,Martinez,female,FALSE,4,FALSE,Business Owner,78,73,89,86,69,84,97,B,80.9,excellent,No,excellent,economics
1271,Kenneth,Baker,male,FALSE,3,FALSE,Doctor,87,85,96,98,88,99,92,A,92.6,excellent,No,excellent,healthcare
1272,Margaret,Sanchez,female,FALSE,2,FALSE,Software Engineer,90,76,64,88,80,75,70,A1,77.2,good,No,good,computer science
1273,Ryan,Hensley,male,TRUE,1,FALSE,Accountant,88,67,90,89,49,85,63,B,75.7,average,No,average,economics
1274,Sharon,Stephenson,female,FALSE,1,FALSE,Game Developer,99,72,90,83,90,99,97,B,90.2,excellent,No,excellent,computer science
1275,Shawn,Cameron,male,TRUE,10,FALSE,Business Owner,41,99,84,63,92,72,81,A,72,average,Yes,below average,economics
1276,Stephanie,Kennedy,female,FALSE,4,FALSE,Government Officer,98,90,70,97,69,79,74,A,84.2,excellent,No,excellent,politology
1277,Hayley,Abbott,female,FALSE,0,FALSE,Game Developer,91,66,91,62,82,69,62,B,75.8,good,No,good,computer science
1278,Rachel,Jacobs,female,TRUE,9,TRUE,Business Owner,68,72,92,51,96,88,81,C,78.9,good,Yes,average,economics
1279,Danielle,Tran,female,TRUE,1,TRUE,Banker,79,100,79,60,100,84,93,B,83.4,good,No,good,economics
1280,Autumn,Barrett,female,FALSE,2,FALSE,Banker,77,66,61,98,90,95,73,A1,79.3,good,No,good,economics
1281,Jennifer,Landry,female,FALSE,5,FALSE,Banker,89,100,90,81,86,80,92,C,89,excellent,Yes,good,economics
1282,Sean,Rodriguez,male,TRUE,0,TRUE,Real Estate Developer,94,69,80,66,62,61,88,A1,75.5,good,No,good,economics
1283,Ryan,Long,male,FALSE,2,FALSE,Artist,80,85,85,60,77,90,81,C,81.4,good,No,good,art
1284,Robert,Hancock,male,FALSE,2,FALSE,Artist,79,88,97,94,89,82,97,B,88.8,excellent,No,excellent,art
1285,Stephanie,Rodriguez,female,FALSE,2,FALSE,Banker,92,65,88,78,67,95,96,C,83.7,excellent,No,excellent,economics
1286,Kristen,Evans,female,FALSE,5,FALSE,Banker,85,62,92,89,92,75,78,C,78.8,good,Yes,average,economics
1287,Jaime,White,female,FALSE,3,FALSE,Accountant,75,83,66,70,57,77,96,A,73.5,good,No,good,economics
1288,Marcus,Howard,male,FALSE,5,TRUE,Software Engineer,88,65,75,73,66,98,81,B,77.3,good,Yes,average,computer science
1289,Lucas,Jenkins,male,FALSE,0,FALSE,Banker,93,89,88,86,85,89,95,C,89.8,excellent,No,excellent,economics
1290,Aaron,Ortiz,male,FALSE,3,FALSE,Game Developer,86,93,91,64,69,71,64,C,76.6,good,No,good,computer science
1291,Todd,Stephens,male,FALSE,1,FALSE,Government Officer,62,91,92,61,85,98,72,A1,81.3,good,No,good,politology
1292,Denise,Blackburn,female,TRUE,2,TRUE,Stock Investor,82,74,80,60,96,76,99,A1,80.5,good,No,good,economics
1293,Susan,Perez,female,FALSE,5,FALSE,Artist,83,94,77,97,78,60,85,B,83.2,good,Yes,average,art
1294,Tyler,Green,male,FALSE,1,FALSE,Real Estate Developer,98,75,62,64,68,80,79,B,75.6,good,No,good,economics
1295,Rebecca,Daniel,female,FALSE,2,FALSE,Banker,84,74,90,99,90,92,72,C,83.9,excellent,No,excellent,economics
1296,Alexandria,Harris,female,FALSE,6,FALSE,Writer,91,75,82,68,88,98,88,B,83.7,excellent,Yes,good,journalism
1297,Danny,Taylor,male,FALSE,2,FALSE,Construction Engineer,83,81,96,62,66,90,91,A1,83.8,good,No,good,computer science
1298,Amanda,Evans,female,FALSE,4,FALSE,Accountant,83,63,84,82,78,60,71,A1,74.8,good,No,good,economics
1299,Scott,Owens,male,FALSE,0,FALSE,Software Engineer,90,72,62,84,74,75,100,B,80.5,good,No,good,computer science
1300,Jesus,Jones,male,FALSE,4,FALSE,Lawyer,81,92,97,73,90,90,60,A,83.4,good,No,good,law
1301,April,Spence,female,TRUE,3,FALSE,Teacher,89,67,87,61,91,80,76,A1,80.7,good,No,good,teaching
1302,Christopher,Lopez,male,FALSE,2,FALSE,Construction Engineer,97,65,96,92,91,66,74,A,86.6,excellent,No,excellent,computer science
1303,Mario,Hopkins,male,FALSE,3,FALSE,Accountant,97,88,88,79,100,74,83,A,87.3,excellent,No,excellent,economics
1304,Cody,Burke,male,FALSE,5,FALSE,Software Engineer,100,89,98,81,78,91,87,A1,91.3,excellent,Yes,good,computer science
1305,Candace,White,female,TRUE,3,FALSE,Game Developer,98,63,82,61,79,70,86,B,77.7,good,No,good,computer science
1306,Robert,Brown,male,FALSE,2,FALSE,Software Engineer,97,98,83,87,60,78,70,B,81.7,good,No,good,computer science
1307,Erica,Woodward,female,FALSE,4,FALSE,Accountant,78,80,73,91,34,73,60,C,70.2,below average,No,below average,economics
1308,Elizabeth,Smith,female,FALSE,0,FALSE,Lawyer,100,92,67,89,90,83,89,A,86.6,excellent,No,excellent,law
1309,Jennifer,Martin,female,FALSE,1,FALSE,Writer,92,77,89,97,61,93,82,B,84.1,good,No,good,journalism
1310,David,Smith,male,FALSE,4,FALSE,Game Developer,81,95,84,85,82,62,63,B,80,good,No,good,computer science
1311,Lori,Johnson,female,FALSE,6,FALSE,Software Engineer,98,67,74,94,94,96,85,C,85.6,excellent,Yes,good,computer science
1312,Martin,Garcia,male,FALSE,2,FALSE,Unknown,62,74,98,97,72,72,95,B,80.1,good,No,good,unknown
1313,Stacy,Collins,female,FALSE,3,FALSE,Accountant,95,88,85,86,76,78,81,A,85.5,excellent,No,excellent,economics
1314,Timothy,Bailey,male,FALSE,1,FALSE,Banker,87,90,80,88,71,95,81,A,84.7,excellent,No,excellent,economics
1315,Susan,Gonzalez,female,FALSE,5,TRUE,Accountant,85,85,67,91,75,93,81,A,82,excellent,Yes,good,economics
1316,Nicole,Harris,female,FALSE,6,FALSE,Banker,96,72,66,80,72,83,98,A1,81.2,excellent,Yes,good,economics
1317,Courtney,Moran,female,FALSE,2,FALSE,Accountant,83,63,66,67,60,60,61,A,67.6,good,No,good,economics
1318,Gregory,Barton,male,FALSE,3,FALSE,Construction Engineer,89,92,88,99,92,62,71,B,87.3,good,No,good,computer science
1319,Dakota,Clark,male,FALSE,1,FALSE,Construction Engineer,90,73,98,72,69,84,86,C,81.5,excellent,No,excellent,computer science
1320,Robin,Leonard,female,FALSE,5,FALSE,Banker,99,72,74,88,90,81,95,B,87.6,excellent,Yes,good,economics
1321,Edward,Smith,male,FALSE,1,FALSE,Government Officer,62,67,96,67,82,65,73,A1,73.5,good,No,good,politology
1322,Julie,Little,female,FALSE,7,FALSE,Business Owner,42,79,79,59,61,87,65,A,65.2,average,Yes,below average,economics
1323,Maureen,Norman,female,FALSE,10,TRUE,Business Owner,46,52,87,80,76,73,76,C,69.1,average,Yes,below average,economics
1324,Jeffrey,Andrews,male,FALSE,3,FALSE,Game Developer,92,63,100,97,91,87,68,B,87.8,good,No,good,computer science
1325,Christina,Martinez,female,FALSE,10,FALSE,Lawyer,94,89,96,98,61,95,67,C,85.1,good,Yes,average,law
1326,Samuel,Becker,male,FALSE,2,FALSE,Banker,89,99,89,71,74,94,78,A,84.3,excellent,No,excellent,economics
1327,Carlos,Flynn,male,FALSE,1,FALSE,Construction Engineer,90,100,98,95,97,74,63,A,90,good,No,good,computer science
1328,Roberto,Martin,male,FALSE,5,FALSE,Unknown,69,81,83,68,76,90,95,A1,80.4,excellent,Yes,good,unknown
1329,Jennifer,Johnson,female,FALSE,7,TRUE,Business Owner,40,51,67,63,98,54,79,B,65.3,average,Yes,below average,economics
1330,Anthony,Shah,male,TRUE,10,FALSE,Business Owner,42,92,60,54,68,69,76,C,69.8,average,Yes,below average,economics
1331,Aimee,Cook,female,FALSE,8,FALSE,Business Owner,82,91,69,61,79,76,83,C,79.1,good,Yes,average,economics
1332,Angela,Collins,female,FALSE,1,TRUE,Accountant,82,93,67,79,84,90,64,A,78.7,good,No,good,economics
1333,John,Jensen,male,FALSE,7,TRUE,Unknown,76,80,93,74,73,63,81,A1,77.2,good,Yes,average,unknown
1334,Julie,Gomez,female,FALSE,2,FALSE,Teacher,80,62,66,88,75,98,68,A1,78.1,good,No,good,teaching
1335,Bryan,Mitchell,male,FALSE,0,FALSE,Software Engineer,87,90,92,62,96,77,80,A1,84,good,No,good,computer science
1336,Katie,Clark,female,TRUE,3,FALSE,Software Engineer,91,98,60,88,63,78,95,A,81.2,good,No,good,computer science
1337,Kathleen,Simpson,female,FALSE,7,FALSE,Lawyer,100,94,94,87,65,83,95,B,87,excellent,Yes,good,law
1338,Carolyn,Reyes,female,FALSE,9,FALSE,Business Owner,56,60,88,96,57,68,76,A,74.1,good,Yes,average,economics
1339,Derrick,Ortiz,male,FALSE,2,FALSE,Stock Investor,84,86,96,95,75,61,99,A,87.1,good,No,good,economics
1340,Calvin,Huynh,male,FALSE,1,FALSE,Lawyer,86,86,64,61,97,97,91,B,82.6,good,No,good,law
1341,Margaret,Wells,female,FALSE,7,FALSE,Business Owner,79,67,72,50,75,95,62,A1,74.6,good,Yes,average,economics
1342,Heather,Fitzpatrick,female,FALSE,6,TRUE,Software Engineer,99,78,61,64,75,66,76,B,75.7,good,Yes,average,computer science
1343,Kimberly,Wood,female,FALSE,2,FALSE,Accountant,95,79,95,62,69,82,94,A1,84.8,good,No,good,economics
1344,Gina,Kennedy,female,FALSE,1,FALSE,Artist,65,67,90,99,93,91,99,A1,85,excellent,No,excellent,art
1345,Jeremy,Ward,male,FALSE,2,FALSE,Unknown,85,90,61,94,86,79,90,A1,81,good,No,good,unknown
1346,Patricia,Rhodes,female,FALSE,5,FALSE,Doctor,99,82,81,98,86,85,85,B,89.9,excellent,Yes,good,healthcare
1347,Connie,Colon,female,FALSE,5,FALSE,Artist,88,62,65,98,92,64,82,C,75.9,good,Yes,average,art
1348,Pamela,Moyer,female,FALSE,1,FALSE,Software Engineer,100,87,88,100,89,98,71,C,88.9,excellent,No,excellent,computer science
1349,Rachel,Williams,female,FALSE,10,FALSE,Unknown,62,63,94,74,75,86,100,A,78.4,good,Yes,average,unknown
1350,Sean,Malone,male,TRUE,10,FALSE,Business Owner,84,75,61,87,86,67,93,C,78.8,good,Yes,average,economics
1351,Natalie,Fitzgerald,female,FALSE,3,TRUE,Teacher,60,61,71,60,69,91,84,C,73.2,good,No,good,teaching
1352,Kevin,Diaz,male,FALSE,9,FALSE,Stock Investor,96,76,74,92,96,74,99,B,89.1,excellent,Yes,good,economics
1353,Beth,Jones,female,FALSE,2,TRUE,Real Estate Developer,58,81,100,97,74,90,87,C,84.5,good,No,good,economics
1354,Kathryn,Bates,female,FALSE,1,FALSE,Teacher,90,67,73,82,66,75,90,C,77.5,good,No,good,teaching
1355,Aaron,Mcdaniel,male,FALSE,2,FALSE,Accountant,75,80,65,80,55,86,95,A,75.6,good,No,good,economics
1356,Angela,King,female,FALSE,3,FALSE,Banker,76,82,74,79,81,93,72,A,78.6,good,No,good,economics
1357,Lauren,Arias,female,TRUE,10,FALSE,Business Owner,81,100,64,61,91,76,93,C,83.5,good,Yes,average,economics
1358,Alyssa,Miller,female,FALSE,2,FALSE,Unknown,73,98,72,100,77,62,69,B,80.1,good,No,good,unknown
1359,Lisa,Best,female,FALSE,1,FALSE,Unknown,60,64,84,64,66,96,99,A,74.1,good,No,good,unknown
1360,Nicole,Garcia,female,TRUE,9,FALSE,Business Owner,89,100,72,73,78,67,91,C,82.8,excellent,Yes,good,economics
1361,William,Lee,male,FALSE,4,FALSE,Software Engineer,91,98,93,93,88,96,97,B,92.8,excellent,No,excellent,computer science
1362,Christopher,Bowen,male,FALSE,6,FALSE,Doctor,85,72,80,85,94,96,87,A1,86,excellent,Yes,good,healthcare
1363,David,Bradford,male,FALSE,0,TRUE,Accountant,81,84,69,99,55,68,73,A1,74.7,good,No,good,economics
1364,Stephanie,Jordan,female,FALSE,10,FALSE,Business Owner,67,63,65,95,52,84,77,B,71.7,good,Yes,average,economics
1365,Joseph,Blake,male,FALSE,4,FALSE,Doctor,86,71,86,93,99,92,77,A,86.9,excellent,No,excellent,healthcare
1366,Christina,Velasquez,female,FALSE,1,FALSE,Lawyer,94,85,78,66,95,87,95,A1,85.9,excellent,No,excellent,law
1367,Thomas,Calderon,male,FALSE,1,FALSE,Writer,83,96,72,81,86,93,75,A,82.2,excellent,No,excellent,journalism
1368,Jorge,Lee,male,FALSE,2,FALSE,Unknown,98,77,91,88,87,76,68,A1,85,excellent,No,excellent,unknown
1369,Jasmin,Phillips,female,TRUE,5,FALSE,Business Owner,46,63,60,61,66,91,97,A1,68.1,average,Yes,below average,economics
1370,Vincent,Wilson,male,FALSE,2,FALSE,Software Engineer,95,92,73,94,73,70,94,A1,82.9,excellent,No,excellent,computer science
1371,Richard,Ryan,male,FALSE,1,FALSE,Software Engineer,88,68,81,68,73,61,93,B,76.1,good,No,good,computer science
1372,Jesse,Garcia,male,FALSE,5,TRUE,Stock Investor,90,73,78,72,63,88,72,C,76.9,good,Yes,average,economics
1373,James,Tate,male,FALSE,10,FALSE,Construction Engineer,100,60,87,60,86,93,75,B,80.7,good,Yes,average,computer science
1374,Charles,May,male,FALSE,1,FALSE,Designer,76,76,92,86,79,85,78,A,82.6,excellent,No,excellent,art
1375,Jeremiah,Lee,male,FALSE,3,FALSE,Artist,73,73,81,78,82,85,66,A1,77.7,good,No,good,art
1376,Debra,Reynolds,female,FALSE,1,FALSE,Banker,96,95,67,88,68,93,75,A1,83.8,excellent,No,excellent,economics
1377,Eric,Doyle,male,FALSE,4,FALSE,Writer,85,87,99,65,66,95,77,A1,85.3,excellent,No,excellent,journalism
1378,John,Perez,male,FALSE,4,FALSE,Software Engineer,91,93,62,63,100,85,85,C,84.2,good,No,good,computer science
1379,Hector,Garcia,male,FALSE,5,FALSE,Unknown,61,85,92,62,64,66,95,A,74,good,Yes,average,unknown
1380,Andres,Rodriguez,male,FALSE,1,FALSE,Designer,79,69,78,78,99,61,87,B,80.7,good,No,good,art
1381,Shelley,Murphy,female,FALSE,2,FALSE,Software Engineer,99,75,79,87,63,90,90,A1,85.1,good,No,good,computer science
1382,Robin,Carr,female,FALSE,2,FALSE,Scientist,81,64,81,92,87,84,95,C,82.7,good,No,good,science researching
1383,Julie,Lambert,female,FALSE,5,FALSE,Teacher,91,87,71,98,93,83,81,B,88.6,excellent,Yes,good,teaching
1384,Cynthia,Rodriguez,female,FALSE,3,FALSE,Software Engineer,91,84,95,97,88,70,77,B,87.8,excellent,No,excellent,computer science
1385,Thomas,Ball,male,FALSE,2,FALSE,Software Engineer,100,79,77,61,79,70,69,A1,78.2,good,No,good,computer science
1386,Patricia,Pope,female,FALSE,3,TRUE,Artist,60,69,80,87,100,93,92,B,82.8,good,No,good,art
1387,Bryan,Pacheco,male,FALSE,3,FALSE,Software Engineer,90,95,68,75,71,68,95,A1,78.8,good,No,good,computer science
